f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
0.6996983289718628,0.695117175579071,0.693506121635437,0.6964587569236755,0.6950703859329224,0.6932318806648254,0.6950585842132568,0.6931923627853394,0.7014725804328918,0.695305347442627
0.6996132731437683,0.6951203346252441,0.6935003399848938,0.6964099407196045,0.6950668692588806,0.6932198405265808,0.6950284838676453,0.6931787729263306,0.701431393623352,0.6953136324882507
0.6995330452919006,0.695117712020874,0.6934932470321655,0.6963643431663513,0.6950648427009583,0.6932030320167542,0.694997251033783,0.6931698322296143,0.7013948559761047,0.6953138709068298
0.699445903301239,0.6951200366020203,0.6934797167778015,0.6963203549385071,0.695061206817627,0.6931902170181274,0.6949662566184998,0.693157970905304,0.7013609409332275,0.6953111290931702
0.6993429064750671,0.6951195597648621,0.6934614777565002,0.6962721943855286,0.6950486898422241,0.6931684017181396,0.6949383020401001,0.6931433081626892,0.7013276219367981,0.6953056454658508
0.6992413401603699,0.6951168179512024,0.6934475898742676,0.6962229013442993,0.6950336694717407,0.6931433081626892,0.6949108839035034,0.6931257247924805,0.7012965679168701,0.6952964663505554
0.6991327404975891,0.6951141357421875,0.6934307813644409,0.6961668729782104,0.6950214505195618,0.6931135058403015,0.694886326789856,0.6930995583534241,0.7012608647346497,0.6952890157699585
0.6990015506744385,0.6951040625572205,0.6934105753898621,0.696112871170044,0.695011556148529,0.6930850148200989,0.6948642730712891,0.6930780410766602,0.7012219429016113,0.695280134677887
0.6988564729690552,0.6950933933258057,0.6933895945549011,0.6960551142692566,0.695000171661377,0.6930638551712036,0.6948423385620117,0.6930583715438843,0.7011821269989014,0.6952729225158691
0.6987065672874451,0.6950799226760864,0.6933731436729431,0.6959940791130066,0.6949834227561951,0.6930493712425232,0.6948201656341553,0.693029522895813,0.7011439204216003,0.6952685117721558
0.6985501050949097,0.6950619220733643,0.6933578848838806,0.6959319710731506,0.6949669122695923,0.6930274963378906,0.6948013305664062,0.6929913759231567,0.7011114954948425,0.6952615976333618
0.6983984112739563,0.6950415372848511,0.6933380961418152,0.6958616375923157,0.6949507594108582,0.6930006146430969,0.694780707359314,0.6929551362991333,0.7010793089866638,0.6952484846115112
0.6982359290122986,0.6950222253799438,0.6933135986328125,0.6957923769950867,0.694939136505127,0.6929761171340942,0.694757342338562,0.6929108500480652,0.7010448575019836,0.6952346563339233
0.6980486512184143,0.6950010657310486,0.6932770609855652,0.6957235932350159,0.6949290037155151,0.6929624080657959,0.6947305202484131,0.6928525567054749,0.7010128498077393,0.6952229142189026
0.6978696584701538,0.6949888467788696,0.6932423114776611,0.6956521272659302,0.6949185132980347,0.6929386854171753,0.6946992874145508,0.6928002834320068,0.7009822130203247,0.6952093839645386
0.6976713538169861,0.6949722170829773,0.6931940913200378,0.6955772638320923,0.694902777671814,0.6929082274436951,0.6946539878845215,0.6927545666694641,0.7009519934654236,0.6951910853385925
0.6974322199821472,0.6949557662010193,0.6931412220001221,0.6954949498176575,0.6948881149291992,0.692888617515564,0.694602906703949,0.6927108764648438,0.7009182572364807,0.6951744556427002
0.6971616148948669,0.694935142993927,0.6930950284004211,0.6953955292701721,0.6948683857917786,0.6928704380989075,0.694557785987854,0.6926663517951965,0.7008792161941528,0.6951628923416138
0.696877121925354,0.6949116587638855,0.6930526494979858,0.6952799558639526,0.6948450803756714,0.6928543448448181,0.6945161819458008,0.6926183104515076,0.700840413570404,0.6951460838317871
0.6965787410736084,0.6948882937431335,0.693004310131073,0.6951605677604675,0.6948159337043762,0.692836582660675,0.6944667100906372,0.6925645470619202,0.7008000016212463,0.695123553276062
0.6962628364562988,0.6948564052581787,0.692947506904602,0.6950390934944153,0.6947812438011169,0.6928083300590515,0.6944302320480347,0.6925017237663269,0.7007588744163513,0.6950977444648743
0.6959226727485657,0.6948276162147522,0.6928999423980713,0.6949256658554077,0.6947435140609741,0.6927815675735474,0.6943792104721069,0.6924511790275574,0.7007205486297607,0.6950725317001343
0.6955656409263611,0.6947962641716003,0.6928530335426331,0.6948127150535583,0.6947020292282104,0.6927518844604492,0.6943280100822449,0.6923940777778625,0.7006779313087463,0.695049524307251
0.695173978805542,0.694755494594574,0.6928041577339172,0.6946966052055359,0.6946654319763184,0.6927153468132019,0.6942881941795349,0.6923097372055054,0.7006359696388245,0.6950312852859497
0.6947779655456543,0.694732129573822,0.692737340927124,0.6945631504058838,0.6946366429328918,0.6926790475845337,0.6942389607429504,0.6922333836555481,0.7005889415740967,0.6950145363807678
0.6943737268447876,0.6947009563446045,0.6926500797271729,0.6944158673286438,0.6946115493774414,0.6926431655883789,0.6941848397254944,0.6921573877334595,0.7005420327186584,0.694986879825592
0.6939613223075867,0.6946559548377991,0.6925665736198425,0.6942654252052307,0.6945798397064209,0.6926047205924988,0.694121778011322,0.6920710206031799,0.7004956603050232,0.6949488520622253
0.6935113668441772,0.6946085095405579,0.6924770474433899,0.694106936454773,0.694543182849884,0.69256991147995,0.694054901599884,0.6919846534729004,0.7004489302635193,0.6949126720428467
0.6930125951766968,0.6945581436157227,0.6923831105232239,0.693938136100769,0.6945064663887024,0.6925333142280579,0.6939873099327087,0.6918821930885315,0.7004022598266602,0.6948842406272888
0.6925106048583984,0.6945145726203918,0.6923036575317383,0.6937642693519592,0.6944682002067566,0.6925031542778015,0.693914532661438,0.6917785406112671,0.7003424167633057,0.6948542594909668
