f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49443207126948774,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49665924276169265,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49665924276169265,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49665924276169265,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49665924276169265,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.49665924276169265,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5011135857461024,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5055679287305123,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5100222717149221,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5077951002227171,0.5055679287305123,0.5055679287305123,0.49333333333333335,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5055679287305123,0.5055679287305123,0.5055679287305123,0.49777777777777776,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5211581291759465,0.5055679287305123,0.5055679287305123,0.49777777777777776,0.5066666666666667,0.5066666666666667,0.49333333333333335,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5300668151447662,0.5055679287305123,0.5055679287305123,0.5022222222222222,0.5066666666666667,0.5066666666666667,0.4911111111111111,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5367483296213809,0.5055679287305123,0.5055679287305123,0.5066666666666667,0.5066666666666667,0.5066666666666667,0.4888888888888889,0.5055432372505543,0.49445676274944567,0.5055432372505543
0.5501113585746102,0.5055679287305123,0.5055679287305123,0.5111111111111111,0.5066666666666667,0.5066666666666667,0.4911111111111111,0.5055432372505543,0.49445676274944567,0.5055432372505543
